ID	pLDDT_mean	pTM	ipTM	ranking_score	model_cif
WWF04227	0.87	0.85	0.85	0.912	structures/output/WWF04227/WWF04227_model.cif
WWF04229	0.9	0.94	0.94	0.952	structures/output/WWF04229/WWF04229_model.cif
WWF04230	0.81	0.77	0.77	0.852	structures/output/WWF04230/WWF04230_model.cif
WWF04238	0.88	0.87	0.87	0.917	structures/output/WWF04238/WWF04238_model.cif
WWF04242	0.87	0.86	0.86	0.916	structures/output/WWF04242/WWF04242_model.cif
WWF04247	0.88	0.88	0.88	0.928	structures/output/WWF04247/WWF04247_model.cif
WWF04249	0.85	0.84	0.84	0.908	structures/output/WWF04249/WWF04249_model.cif
WWF04250	0.76	0.71	0.71	0.816	structures/output/WWF04250/WWF04250_model.cif
WWF04255	0.8	0.48	0.48	0.541	structures/output/WWF04255/WWF04255_model.cif
WWF04258	0.89	0.84	0.84	0.862	structures/output/WWF04258/WWF04258_model.cif
WWF04268	0.95	0.95	0.95	0.948	structures/output/WWF04268/WWF04268_model.cif
WWF04270	0.78	0.77	0.77	0.882	structures/output/WWF04270/WWF04270_model.cif
WWF04274	0.9	0.92	0.92	0.946	structures/output/WWF04274/WWF04274_model.cif
WWF04279	0.84	0.83	0.83	0.894	structures/output/WWF04279/WWF04279_model.cif
WWF04281	0.8	0.8	0.8	0.894	structures/output/WWF04281/WWF04281_model.cif
WWF04294	0.8	0.8	0.8	0.846	structures/output/WWF04294/WWF04294_model.cif
WWF04302	0.78	0.63	0.63	0.861	structures/output/WWF04302/WWF04302_model.cif
WWF04313	0.84	0.79	0.79	0.809	structures/output/WWF04313/WWF04313_model.cif
WWF04316	0.79	0.47	0.47	0.723	structures/output/WWF04316/WWF04316_model.cif
WWF04319	0.89	0.9	0.9	0.94	structures/output/WWF04319/WWF04319_model.cif
WWF04321	0.87	0.86	0.86	0.904	structures/output/WWF04321/WWF04321_model.cif
WWF04325	0.9	0.89	0.89	0.902	structures/output/WWF04325/WWF04325_model.cif
WWF04327	0.68	0.58	0.58	0.737	structures/output/WWF04327/WWF04327_model.cif
WWF04337	0.93	0.91	0.91	0.908	structures/output/WWF04337/WWF04337_model.cif
WWF04345	0.8	0.79	0.79	0.835	structures/output/WWF04345/WWF04345_model.cif
WWF04347	0.8	0.8	0.8	0.844	structures/output/WWF04347/WWF04347_model.cif
WWF04348	0.8	0.52	0.52	0.544	structures/output/WWF04348/WWF04348_model.cif
WWF04351	0.85	0.81	0.81	0.85	structures/output/WWF04351/WWF04351_model.cif
WWF04357	0.86	0.88	0.88	0.883	structures/output/WWF04357/WWF04357_model.cif
WWF04358	0.87	0.88	0.88	0.928	structures/output/WWF04358/WWF04358_model.cif
WWF04360	0.87	0.85	0.85	0.911	structures/output/WWF04360/WWF04360_model.cif
WWF04361	0.8	0.77	0.77	0.826	structures/output/WWF04361/WWF04361_model.cif
WWF04363	0.83	0.87	0.87	0.896	structures/output/WWF04363/WWF04363_model.cif
WWF04364	0.68	0.56	0.56	0.677	structures/output/WWF04364/WWF04364_model.cif
WWF04367	0.85	0.88	0.88	0.918	structures/output/WWF04367/WWF04367_model.cif
WWF04375	0.76	0.65	0.65	0.77	structures/output/WWF04375/WWF04375_model.cif
WWF04383	0.86	0.85	0.85	0.915	structures/output/WWF04383/WWF04383_model.cif
WWF04387	0.79	0.69	0.69	0.789	structures/output/WWF04387/WWF04387_model.cif
WWF04388	0.91	0.85	0.85	0.903	structures/output/WWF04388/WWF04388_model.cif
WWF04393	0.87	0.87	0.87	0.915	structures/output/WWF04393/WWF04393_model.cif
WWF04397	0.75	0.72	0.72	0.857	structures/output/WWF04397/WWF04397_model.cif
WWF04400	0.83	0.84	0.84	0.89	structures/output/WWF04400/WWF04400_model.cif
WWF04416	0.84	0.84	0.84	0.925	structures/output/WWF04416/WWF04416_model.cif
WWF04420	0.82	0.7	0.7	0.795	structures/output/WWF04420/WWF04420_model.cif
WWF04422	0.93	0.94	0.94	0.951	structures/output/WWF04422/WWF04422_model.cif
WWF04436	0.9	0.86	0.86	0.902	structures/output/WWF04436/WWF04436_model.cif
WWF04441	0.72	0.51	0.51	0.621	structures/output/WWF04441/WWF04441_model.cif
WWF04442	0.83	0.87	0.87	0.902	structures/output/WWF04442/WWF04442_model.cif
WWF04448	0.81	0.78	0.78	0.85	structures/output/WWF04448/WWF04448_model.cif
WWF04452	0.77	0.54	0.54	0.614	structures/output/WWF04452/WWF04452_model.cif
WWF04455	0.95	0.97	0.97	0.967	structures/output/WWF04455/WWF04455_model.cif
WWF04469	0.83	0.84	0.84	0.888	structures/output/WWF04469/WWF04469_model.cif
WWF04472	0.68	0.49	0.49	0.653	structures/output/WWF04472/WWF04472_model.cif
WWF04483	0.85	0.83	0.83	0.882	structures/output/WWF04483/WWF04483_model.cif
WWF04484	0.8	0.83	0.83	0.9	structures/output/WWF04484/WWF04484_model.cif
WWF04492	0.89	0.76	0.76	0.765	structures/output/WWF04492/WWF04492_model.cif
WWF04494	0.81	0.7	0.7	0.837	structures/output/WWF04494/WWF04494_model.cif
WWF04495	0.79	0.75	0.75	0.833	structures/output/WWF04495/WWF04495_model.cif
WWF04501	0.91	0.9	0.9	0.938	structures/output/WWF04501/WWF04501_model.cif
WWF04504	0.92	0.94	0.94	0.947	structures/output/WWF04504/WWF04504_model.cif
WWF04509	0.82	0.73	0.73	0.779	structures/output/WWF04509/WWF04509_model.cif
WWF04513	0.72	0.56	0.56	0.723	structures/output/WWF04513/WWF04513_model.cif
WWF04514	0.83	0.82	0.82	0.877	structures/output/WWF04514/WWF04514_model.cif
WWF04515	0.93	0.93	0.93	0.931	structures/output/WWF04515/WWF04515_model.cif
WWF04516	0.84	0.81	0.81	0.866	structures/output/WWF04516/WWF04516_model.cif
WWF04520	0.88	0.88	0.88	0.932	structures/output/WWF04520/WWF04520_model.cif
WWF04526	0.89	0.84	0.84	0.892	structures/output/WWF04526/WWF04526_model.cif
WWF04530	0.81	0.81	0.81	0.884	structures/output/WWF04530/WWF04530_model.cif
WWF04533	0.81	0.84	0.84	0.905	structures/output/WWF04533/WWF04533_model.cif
WWF04535	0.9	0.9	0.9	0.938	structures/output/WWF04535/WWF04535_model.cif
WWF04536	0.89	0.88	0.88	0.922	structures/output/WWF04536/WWF04536_model.cif
WWF04538	0.85	0.84	0.84	0.895	structures/output/WWF04538/WWF04538_model.cif
WWF04539	0.88	0.88	0.88	0.935	structures/output/WWF04539/WWF04539_model.cif
WWF04542	0.8	0.82	0.82	0.86	structures/output/WWF04542/WWF04542_model.cif
WWF04543	0.8	0.76	0.76	0.851	structures/output/WWF04543/WWF04543_model.cif
WWF04545	0.86	0.85	0.85	0.92	structures/output/WWF04545/WWF04545_model.cif
WWF04548	0.86	0.82	0.82	0.854	structures/output/WWF04548/WWF04548_model.cif
WWF04549	0.79	0.77	0.77	0.843	structures/output/WWF04549/WWF04549_model.cif
WWF04556	0.85	0.84	0.84	0.895	structures/output/WWF04556/WWF04556_model.cif
WWF04559	0.81	0.8	0.8	0.889	structures/output/WWF04559/WWF04559_model.cif
WWF04562	0.84	0.77	0.77	0.858	structures/output/WWF04562/WWF04562_model.cif
WWF04563	0.84	0.85	0.85	0.921	structures/output/WWF04563/WWF04563_model.cif
WWF04564	0.9	0.88	0.88	0.922	structures/output/WWF04564/WWF04564_model.cif
WWF04565	0.85	0.85	0.85	0.878	structures/output/WWF04565/WWF04565_model.cif
WWF04568	0.88	0.86	0.86	0.907	structures/output/WWF04568/WWF04568_model.cif
WWF04569	0.8	0.77	0.77	0.799	structures/output/WWF04569/WWF04569_model.cif
WWF04570	0.88	0.83	0.83	0.87	structures/output/WWF04570/WWF04570_model.cif
WWF04572	0.83	0.86	0.86	0.861	structures/output/WWF04572/WWF04572_model.cif
WWF04579	0.83	0.82	0.82	0.894	structures/output/WWF04579/WWF04579_model.cif
WWF04581	0.87	0.76	0.76	0.808	structures/output/WWF04581/WWF04581_model.cif
WWF04582	0.79	0.81	0.81	0.866	structures/output/WWF04582/WWF04582_model.cif
WWF04588	0.79	0.74	0.74	0.812	structures/output/WWF04588/WWF04588_model.cif
WWF04590	0.81	0.68	0.68	0.822	structures/output/WWF04590/WWF04590_model.cif
WWF04592	0.79	0.82	0.82	0.89	structures/output/WWF04592/WWF04592_model.cif
WWF04593	0.74	0.77	0.77	0.842	structures/output/WWF04593/WWF04593_model.cif
WWF04600	0.75	0.49	0.49	0.591	structures/output/WWF04600/WWF04600_model.cif
WWF04607	0.9	0.89	0.89	0.937	structures/output/WWF04607/WWF04607_model.cif
WWF04608	0.77	0.48	0.48	0.526	structures/output/WWF04608/WWF04608_model.cif
WWF04610	0.81	0.8	0.8	0.876	structures/output/WWF04610/WWF04610_model.cif
WWF04611	0.89	0.86	0.86	0.907	structures/output/WWF04611/WWF04611_model.cif
WWF04612	0.72	0.7	0.7	0.858	structures/output/WWF04612/WWF04612_model.cif
WWF04615	0.87	0.87	0.87	0.926	structures/output/WWF04615/WWF04615_model.cif
WWF04616	0.83	0.84	0.84	0.912	structures/output/WWF04616/WWF04616_model.cif
WWF04618	0.88	0.83	0.83	0.905	structures/output/WWF04618/WWF04618_model.cif
WWF04619	0.81	0.83	0.83	0.883	structures/output/WWF04619/WWF04619_model.cif
WWF04638	0.91	0.91	0.91	0.937	structures/output/WWF04638/WWF04638_model.cif
WWF04639	0.8	0.67	0.67	0.744	structures/output/WWF04639/WWF04639_model.cif
WWF04649	0.86	0.77	0.77	0.851	structures/output/WWF04649/WWF04649_model.cif
WWF04650	0.8	0.66	0.66	0.74	structures/output/WWF04650/WWF04650_model.cif
WWF04652	0.81	0.72	0.72	0.779	structures/output/WWF04652/WWF04652_model.cif
WWF04661	0.86	0.86	0.86	0.895	structures/output/WWF04661/WWF04661_model.cif
WWF04681	0.92	0.92	0.92	0.945	structures/output/WWF04681/WWF04681_model.cif
WWF04686	0.96	0.96	0.96	0.961	structures/output/WWF04686/WWF04686_model.cif
WWF04689	0.88	0.91	0.91	0.93	structures/output/WWF04689/WWF04689_model.cif
WWF04692	0.78	0.77	0.77	0.823	structures/output/WWF04692/WWF04692_model.cif
WWF04693	0.89	0.92	0.92	0.941	structures/output/WWF04693/WWF04693_model.cif
WWF04694	0.81	0.7	0.7	0.769	structures/output/WWF04694/WWF04694_model.cif
WWF04699	0.72	0.75	0.75	0.823	structures/output/WWF04699/WWF04699_model.cif
WWF04700	0.81	0.81	0.81	0.898	structures/output/WWF04700/WWF04700_model.cif
WWF04704	0.73	0.7	0.7	0.798	structures/output/WWF04704/WWF04704_model.cif
WWF04710	0.84	0.74	0.74	0.8	structures/output/WWF04710/WWF04710_model.cif
WWF04714	0.77	0.77	0.77	0.816	structures/output/WWF04714/WWF04714_model.cif
WWF04718	0.82	0.82	0.82	0.892	structures/output/WWF04718/WWF04718_model.cif
WWF04719	0.79	0.52	0.52	0.738	structures/output/WWF04719/WWF04719_model.cif
WWF04720	0.82	0.75	0.75	0.819	structures/output/WWF04720/WWF04720_model.cif
WWF04722	0.86	0.87	0.87	0.914	structures/output/WWF04722/WWF04722_model.cif
WWF04727	0.83	0.79	0.79	0.819	structures/output/WWF04727/WWF04727_model.cif
WWF04729	0.82	0.81	0.81	0.87	structures/output/WWF04729/WWF04729_model.cif
WWF04730	0.76	0.65	0.65	0.782	structures/output/WWF04730/WWF04730_model.cif
WWF04732	0.74	0.59	0.59	0.676	structures/output/WWF04732/WWF04732_model.cif
WWF04736	0.78	0.78	0.78	0.867	structures/output/WWF04736/WWF04736_model.cif
WWF04739	0.85	0.84	0.84	0.904	structures/output/WWF04739/WWF04739_model.cif
WWF04742	0.71	0.67	0.67	0.746	structures/output/WWF04742/WWF04742_model.cif
WWF04744	0.87	0.86	0.86	0.915	structures/output/WWF04744/WWF04744_model.cif
WWF04745	0.89	0.88	0.88	0.929	structures/output/WWF04745/WWF04745_model.cif
WWF04752	0.79	0.7	0.7	0.877	structures/output/WWF04752/WWF04752_model.cif
WWF04758	0.75	0.64	0.64	0.68	structures/output/WWF04758/WWF04758_model.cif
WWF04774	0.88	0.91	0.91	0.948	structures/output/WWF04774/WWF04774_model.cif
WWF04777	0.87	0.85	0.85	0.903	structures/output/WWF04777/WWF04777_model.cif
WWF04781	0.8	0.73	0.73	0.811	structures/output/WWF04781/WWF04781_model.cif
WWF04782	0.9	0.9	0.9	0.948	structures/output/WWF04782/WWF04782_model.cif
WWF04790	0.86	0.84	0.84	0.889	structures/output/WWF04790/WWF04790_model.cif
WWF04800	0.87	0.86	0.86	0.911	structures/output/WWF04800/WWF04800_model.cif
WWF04808	0.86	0.87	0.87	0.923	structures/output/WWF04808/WWF04808_model.cif
WWF04814	0.85	0.89	0.89	0.921	structures/output/WWF04814/WWF04814_model.cif
WWF04815	0.84	0.88	0.88	0.925	structures/output/WWF04815/WWF04815_model.cif
WWF04818	0.86	0.84	0.84	0.905	structures/output/WWF04818/WWF04818_model.cif
WWF04823	0.87	0.86	0.86	0.923	structures/output/WWF04823/WWF04823_model.cif
WWF04824	0.87	0.87	0.87	0.921	structures/output/WWF04824/WWF04824_model.cif
WWF04828	0.72	0.69	0.69	0.764	structures/output/WWF04828/WWF04828_model.cif
WWF04829	0.81	0.81	0.81	0.883	structures/output/WWF04829/WWF04829_model.cif
WWF04832	0.67	0.69	0.69	0.808	structures/output/WWF04832/WWF04832_model.cif
WWF04847	0.86	0.85	0.85	0.913	structures/output/WWF04847/WWF04847_model.cif
WWF04848	0.91	0.9	0.9	0.928	structures/output/WWF04848/WWF04848_model.cif
WWF04852	0.83	0.82	0.82	0.871	structures/output/WWF04852/WWF04852_model.cif
WWF04856	0.87	0.82	0.82	0.887	structures/output/WWF04856/WWF04856_model.cif
WWF04857	0.84	0.71	0.71	0.737	structures/output/WWF04857/WWF04857_model.cif
WWF04860	0.75	0.67	0.67	0.798	structures/output/WWF04860/WWF04860_model.cif
WWF04862	0.88	0.87	0.87	0.927	structures/output/WWF04862/WWF04862_model.cif
WWF04869	0.74	0.7	0.7	0.859	structures/output/WWF04869/WWF04869_model.cif
WWF04870	0.84	0.84	0.84	0.909	structures/output/WWF04870/WWF04870_model.cif
WWF04874	0.84	0.68	0.68	0.702	structures/output/WWF04874/WWF04874_model.cif
WWF04879	0.86	0.86	0.86	0.91	structures/output/WWF04879/WWF04879_model.cif
WWF04885	0.79	0.82	0.82	0.872	structures/output/WWF04885/WWF04885_model.cif
WWF04902	0.86	0.82	0.82	0.869	structures/output/WWF04902/WWF04902_model.cif
WWF04904	0.9	0.91	0.91	0.931	structures/output/WWF04904/WWF04904_model.cif
WWF04906	0.75	0.76	0.76	0.853	structures/output/WWF04906/WWF04906_model.cif
WWF04910	0.77	0.8	0.8	0.879	structures/output/WWF04910/WWF04910_model.cif
WWF04943	0.87	0.85	0.85	0.886	structures/output/WWF04943/WWF04943_model.cif
WWF04980	0.82	0.78	0.78	0.831	structures/output/WWF04980/WWF04980_model.cif
WWF04982	0.85	0.84	0.84	0.869	structures/output/WWF04982/WWF04982_model.cif
WWF04985	0.87	0.88	0.88	0.925	structures/output/WWF04985/WWF04985_model.cif
WWF04986	0.82	0.8	0.8	0.893	structures/output/WWF04986/WWF04986_model.cif
WWF04988	0.87	0.86	0.86	0.915	structures/output/WWF04988/WWF04988_model.cif
WWF04989	0.85	0.85	0.85	0.931	structures/output/WWF04989/WWF04989_model.cif
WWF04993	0.76	0.66	0.66	0.765	structures/output/WWF04993/WWF04993_model.cif
WWF04995	0.84	0.85	0.85	0.918	structures/output/WWF04995/WWF04995_model.cif
WWF05000	0.72	0.69	0.69	0.783	structures/output/WWF05000/WWF05000_model.cif
WWF05006	0.8	0.71	0.71	0.887	structures/output/WWF05006/WWF05006_model.cif
WWF05009	0.81	0.78	0.78	0.825	structures/output/WWF05009/WWF05009_model.cif
WWF05010	0.82	0.76	0.76	0.778	structures/output/WWF05010/WWF05010_model.cif
WWF05013	0.84	0.86	0.86	0.902	structures/output/WWF05013/WWF05013_model.cif
WWF05015	0.76	0.77	0.77	0.84	structures/output/WWF05015/WWF05015_model.cif
WWF05023	0.78	0.82	0.82	0.893	structures/output/WWF05023/WWF05023_model.cif
WWF05025	0.86	0.88	0.88	0.902	structures/output/WWF05025/WWF05025_model.cif
WWF05035	0.92	0.92	0.92	0.94	structures/output/WWF05035/WWF05035_model.cif
WWF05038	0.77	0.63	0.63	0.797	structures/output/WWF05038/WWF05038_model.cif
WWF05040	0.85	0.88	0.88	0.925	structures/output/WWF05040/WWF05040_model.cif
WWF05041	0.69	0.53	0.53	0.584	structures/output/WWF05041/WWF05041_model.cif
WWF05045	0.88	0.86	0.86	0.931	structures/output/WWF05045/WWF05045_model.cif
WWF05072	0.7	0.7	0.7	0.78	structures/output/WWF05072/WWF05072_model.cif
WWF05111	0.82	0.84	0.84	0.904	structures/output/WWF05111/WWF05111_model.cif
WWF05123	0.83	0.84	0.84	0.852	structures/output/WWF05123/WWF05123_model.cif
WWF05125	0.83	0.83	0.83	0.902	structures/output/WWF05125/WWF05125_model.cif
WWF05137	0.83	0.84	0.84	0.896	structures/output/WWF05137/WWF05137_model.cif
WWF05144	0.86	0.87	0.87	0.907	structures/output/WWF05144/WWF05144_model.cif
WWF05148	0.85	0.86	0.86	0.924	structures/output/WWF05148/WWF05148_model.cif
WWF05150	0.91	0.89	0.89	0.914	structures/output/WWF05150/WWF05150_model.cif
WWF05154	0.8	0.81	0.81	0.897	structures/output/WWF05154/WWF05154_model.cif
WWF05158	0.86	0.83	0.83	0.906	structures/output/WWF05158/WWF05158_model.cif
WWF05162	0.86	0.83	0.83	0.884	structures/output/WWF05162/WWF05162_model.cif
WWF05163	0.8	0.8	0.8	0.812	structures/output/WWF05163/WWF05163_model.cif
WWF05171	0.8	0.83	0.83	0.881	structures/output/WWF05171/WWF05171_model.cif
WWF05175	0.84	0.8	0.8	0.84	structures/output/WWF05175/WWF05175_model.cif
WWF05185	0.85	0.86	0.86	0.905	structures/output/WWF05185/WWF05185_model.cif
WWF05188	0.84	0.78	0.78	0.801	structures/output/WWF05188/WWF05188_model.cif
WWF05192	0.67	0.65	0.65	0.767	structures/output/WWF05192/WWF05192_model.cif
WWF05197	0.82	0.76	0.76	0.761	structures/output/WWF05197/WWF05197_model.cif
WWF05198	0.89	0.9	0.9	0.938	structures/output/WWF05198/WWF05198_model.cif
WWF05199	0.8	0.81	0.81	0.877	structures/output/WWF05199/WWF05199_model.cif
WWF05201	0.86	0.85	0.85	0.907	structures/output/WWF05201/WWF05201_model.cif
WWF05209	0.87	0.87	0.87	0.929	structures/output/WWF05209/WWF05209_model.cif
WWF05214	0.85	0.83	0.83	0.918	structures/output/WWF05214/WWF05214_model.cif
WWF05223	0.69	0.57	0.57	0.712	structures/output/WWF05223/WWF05223_model.cif
WWF05226	0.77	0.58	0.58	0.693	structures/output/WWF05226/WWF05226_model.cif
WWF05228	0.74	0.67	0.67	0.731	structures/output/WWF05228/WWF05228_model.cif
WWF05236	0.69	0.55	0.55	0.708	structures/output/WWF05236/WWF05236_model.cif
WWF05237	0.83	0.7	0.7	0.72	structures/output/WWF05237/WWF05237_model.cif
WWF05249	0.83	0.83	0.83	0.897	structures/output/WWF05249/WWF05249_model.cif
WWF05273	0.88	0.87	0.87	0.915	structures/output/WWF05273/WWF05273_model.cif
WWF05278	0.89	0.93	0.93	0.928	structures/output/WWF05278/WWF05278_model.cif
WWF05286	0.76	0.68	0.68	0.815	structures/output/WWF05286/WWF05286_model.cif
WWF05312	0.91	0.91	0.91	0.908	structures/output/WWF05312/WWF05312_model.cif
WWF05316	0.86	0.84	0.84	0.877	structures/output/WWF05316/WWF05316_model.cif
WWF05323	0.85	0.84	0.84	0.909	structures/output/WWF05323/WWF05323_model.cif
WWF05326	0.88	0.88	0.88	0.929	structures/output/WWF05326/WWF05326_model.cif
WWF05332	0.88	0.89	0.89	0.919	structures/output/WWF05332/WWF05332_model.cif
WWF05333	0.78	0.71	0.71	0.811	structures/output/WWF05333/WWF05333_model.cif
WWF05343	0.89	0.91	0.91	0.94	structures/output/WWF05343/WWF05343_model.cif
WWF05344	0.81	0.61	0.61	0.709	structures/output/WWF05344/WWF05344_model.cif
WWF05355	0.83	0.79	0.79	0.867	structures/output/WWF05355/WWF05355_model.cif
WWF05356	0.9	0.89	0.89	0.92	structures/output/WWF05356/WWF05356_model.cif
WWF05380	0.79	0.81	0.81	0.861	structures/output/WWF05380/WWF05380_model.cif
WWF05394	0.8	0.79	0.79	0.866	structures/output/WWF05394/WWF05394_model.cif
WWF05397	0.89	0.87	0.87	0.907	structures/output/WWF05397/WWF05397_model.cif
WWF05398	0.76	0.8	0.8	0.823	structures/output/WWF05398/WWF05398_model.cif
WWF05400	0.92	0.92	0.92	0.934	structures/output/WWF05400/WWF05400_model.cif
WWF05423	0.89	0.87	0.87	0.913	structures/output/WWF05423/WWF05423_model.cif
WWF05430	0.85	0.87	0.87	0.931	structures/output/WWF05430/WWF05430_model.cif
WWF05440	0.86	0.84	0.84	0.9	structures/output/WWF05440/WWF05440_model.cif
WWF05441	0.78	0.78	0.78	0.857	structures/output/WWF05441/WWF05441_model.cif
WWF05479	0.9	0.91	0.91	0.907	structures/output/WWF05479/WWF05479_model.cif
WWF05481	0.76	0.75	0.75	0.815	structures/output/WWF05481/WWF05481_model.cif
WWF05493	0.86	0.81	0.81	0.882	structures/output/WWF05493/WWF05493_model.cif
WWF05501	0.54	0.51	0.51	0.629	structures/output/WWF05501/WWF05501_model.cif
WWF05502	0.82	0.81	0.81	0.867	structures/output/WWF05502/WWF05502_model.cif
WWF05519	0.78	0.77	0.77	0.833	structures/output/WWF05519/WWF05519_model.cif
WWF05520	0.84	0.8	0.8	0.861	structures/output/WWF05520/WWF05520_model.cif
WWF05524	0.73	0.63	0.63	0.724	structures/output/WWF05524/WWF05524_model.cif
WWF05528	0.78	0.8	0.8	0.852	structures/output/WWF05528/WWF05528_model.cif
WWF05536	0.81	0.76	0.76	0.828	structures/output/WWF05536/WWF05536_model.cif
WWF05545	0.79	0.61	0.61	0.671	structures/output/WWF05545/WWF05545_model.cif
WWF05549	0.79	0.81	0.81	0.873	structures/output/WWF05549/WWF05549_model.cif
WWF05550	0.92	0.94	0.94	0.939	structures/output/WWF05550/WWF05550_model.cif
WWF05551	0.85	0.82	0.82	0.889	structures/output/WWF05551/WWF05551_model.cif
WWF05552	0.88	0.87	0.87	0.915	structures/output/WWF05552/WWF05552_model.cif
WWF05553	0.87	0.85	0.85	0.888	structures/output/WWF05553/WWF05553_model.cif
WWF05555	0.87	0.88	0.88	0.898	structures/output/WWF05555/WWF05555_model.cif
WWF05560	0.83	0.76	0.76	0.755	structures/output/WWF05560/WWF05560_model.cif
WWF05565	0.85	0.87	0.87	0.923	structures/output/WWF05565/WWF05565_model.cif
WWF05566	0.86	0.86	0.86	0.896	structures/output/WWF05566/WWF05566_model.cif
WWF05567	0.87	0.84	0.84	0.924	structures/output/WWF05567/WWF05567_model.cif
WWF05568	0.91	0.94	0.94	0.942	structures/output/WWF05568/WWF05568_model.cif
WWF05569	0.85	0.83	0.83	0.912	structures/output/WWF05569/WWF05569_model.cif
WWF05572	0.86	0.84	0.84	0.904	structures/output/WWF05572/WWF05572_model.cif
WWF05574	0.88	0.87	0.87	0.922	structures/output/WWF05574/WWF05574_model.cif
WWF05584	0.82	0.67	0.67	0.695	structures/output/WWF05584/WWF05584_model.cif
WWF05586	0.84	0.84	0.84	0.907	structures/output/WWF05586/WWF05586_model.cif
WWF05589	0.88	0.87	0.87	0.873	structures/output/WWF05589/WWF05589_model.cif
WWF05608	0.87	0.83	0.83	0.829	structures/output/WWF05608/WWF05608_model.cif
WWF05613	0.81	0.82	0.82	0.886	structures/output/WWF05613/WWF05613_model.cif
WWF05615	0.84	0.8	0.8	0.817	structures/output/WWF05615/WWF05615_model.cif
WWF05622	0.78	0.68	0.68	0.687	structures/output/WWF05622/WWF05622_model.cif
WWF05623	0.74	0.76	0.76	0.842	structures/output/WWF05623/WWF05623_model.cif
WWF05624	0.88	0.87	0.87	0.939	structures/output/WWF05624/WWF05624_model.cif
WWF05625	0.87	0.86	0.86	0.857	structures/output/WWF05625/WWF05625_model.cif
WWF05628	0.81	0.76	0.76	0.844	structures/output/WWF05628/WWF05628_model.cif
WWF05630	0.88	0.89	0.89	0.91	structures/output/WWF05630/WWF05630_model.cif
WWF05637	0.8	0.82	0.82	0.898	structures/output/WWF05637/WWF05637_model.cif
